5
4
1.241028335	1.794862289	1.360290065
2.108350758	1.697700393	1.24499551
16.31584382	3.034978981	3.774450749
0.490986897	1.385112773	3.590034257
2.171760494	4.453241905	3.352559789
11.39185977	3.378386574	2.551986442
2.63033819	3.074279642	3.506584411
3.919179966	1.587555336	1.554331602
15.56671694	4.990630439	2.848960178
4.285220927	2.462347587	3.712313223
5.880221024	1.711730329	2.620081524
6.332875975	2.593645279	2.283626938
18.99945912	4.658045575	2.333751258
7.21734923	1.02771052	1.126456304
8.665921869	4.476768016	3.039874078
9.160499093	1.726910146	2.63001837
9.43795821	3.055150814	1.074536682
9.740793279	1.371899802	2.147988246
10.18671208	3.377224803	1.517646447
20.7020839	4.647338535	2.067877283
10.54220008	3.175974072	2.767316669
11.29937684	3.304307858	2.503408972
12.11677075	3.564653865	3.082705517
12.94793749	1.561018465	3.652627629
13.03030035	1.25621828	1.549309146
13.64584303	3.992935005	2.411211448
13.93613602	2.563911826	2.873431777
14.8392067	1.503221782	1.73591079
15.08836588	4.988498399	2.869788256
16.52866666	3.396503956	2.233658814
17.3161382	2.219813795	1.640688349
8.151866418	1.123773959	2.715130524
12.32712929	2.274140191	1.259197946
18.01657621	4.163478895	3.54299458
1.767694437	3.508872586	2.528623235
18.77977298	2.075464043	2.56614916
18.84897636	1.137684613	1.710549011
15.69874701	1.693470037	3.548101417
19.06828422	4.823410015	2.656727603
3.501143903	3.197945668	3.69322067
19.95050052	2.615136385	1.331092654
20.06485243	2.94565377	3.666224856
4.903813035	1.601535549	1.476412114
0 0 0
